Name	Name_id	Type	Review	N_review	Phone
AA Japanese Noodle	aa-japanese-noodle-new-york	ramen	3.5	27	+12122338700
Mooncake Foods	mooncake-foods-new-york-3	asianfusion	3.5	68	+12122338808
Beans and Leaves	beans-and-leaves-new-york-2	coffee	4.5	12	+12122338877
Joe's Shanghai	joes-shanghai-new-york-2	shanghainese	4.0	4117	+12122338888
Thanh Hoai 1	thanh-hoai-1-new-york	vietnamese	3.5	75	+12122338988
II Caffe Latte 2	ii-caffe-latte-2-new-york-3	breakfast_brunch	3.5	79	+12122340202
Just Lorraine's Place	just-lorraines-place-new-york	sportsbars	4.0	10	+12122340720
Riverbank Grill	riverbank-grill-new-york	tradamerican	3.5	12	+12122341023
Hogshead Tavern	hogshead-tavern-new-york-2	pubs	4.5	105	+12122341154
Sugar Hill Cafe	sugar-hill-cafe-new-york	coffee	4.5	168	+12122342024
La Nomade Restaurant Cafe and Bakery	la-nomade-restaurant-cafe-and-bakery-manhattan-2	senegalese	4.5	31	+12122342030
Tsion Cafe & Bakery	tsion-cafe-and-bakery-new-york	cafes	4.5	81	+12122342070
Make My Cake	make-my-cake-new-york-2	bakeries	3.5	124	+12122342344
Bo's Kitchen & Bar Room	bos-kitchen-and-bar-room-new-york-2	newamerican	4.0	228	+12122342373
Anchor Wine Bar	anchor-wine-bar-new-york-3	italian	4.0	163	+12122343084
Krispy Krunchy Chicken	krispy-krunchy-chicken-new-york	chicken_wings	3.0	9	+12122343110
Pizza Stop	pizza-stop-new-york	pizza	3.5	85	+12122343131
Jesus Taco	jesus-taco-new-york-2	mexican	2.5	49	+12122343330
Mi Casita Restaurant	mi-casita-restaurant-new-york	mexican	2.5	20	+12122343331
Dunkin' Donuts & Baskin-Robbins	dunkin-donuts-and-baskin-robbins-new-york-3	donuts	2.0	2	+12122343440
Hot Pot Under De Tree	hot-pot-under-de-tree-new-york	caribbean	4.5	3	+12122343505
Wat's On Your Plate	wats-on-your-plate-new-york-2	caribbean	4.0	35	+12122344411
Falafel Tarboosh	falafel-tarboosh-new-york	falafel	4.0	74	+12122344434
Soul Ramen	soul-ramen-new-york	ramen	4.5	60	+12122344488
IHOP	ihop-new-york	breakfast_brunch	2.5	114	+12122344747
Popeyes	popeyes-manhattan-3	hotdogs	4.0	7	+12122345838
Londel's Restaurant	londels-restaurant-new-york	soulfood	3.5	63	+12122346114
Little Ochie Jamaican Cuisine	little-ochie-jamaican-cuisine-new-york	caribbean	4.0	17	+12122346300
Ponty Bistro	ponty-bistro-new-york-3	french	4.0	174	+12122346474
Picante	picante-new-york	mexican	3.0	242	+12122346479
Bearded Lady	bearded-lady-brooklyn	bars	4.0	113	+14692327333
Blue Bottle Coffee	blue-bottle-coffee-san-francisco-12	coffee	4.5	47	+15106533394
Provenance Meals	provenance-meals-brooklyn	fooddeliveryservices	3.5	6	+15127107768
S A Assoc	s-a-assoc-garden-city	contractors	0.0	0	+15162484920
Purektchn	purektchn-new-york	salad	5.0	9	+15163051075
Off The Hookah	off-the-hookah-bellerose	hookah_bars	2.5	52	+15163555505
Fuddruckers	fuddruckers-east-boston	burgers	2.5	13	+15164044050
Auntie Anne's	auntie-annes-queens-4	pretzels	1.0	2	+15164588020
Metro Franchising	metro-franchising-great-neck		0.0	0	+15164727100
Median Re Inc	median-re-inc-glen-head		0.0	0	+15166748200
Rogner Cafe & Lounge	rogner-cafe-and-lounge-ridgewood-2	cafes	4.0	4	+15167492724
R & R Galleria	r-and-r-galleria-valley-stream	restaurants	0.0	0	+15167913302
Angelina's Panini Bar	angelinas-panini-bar-flushing	sandwiches	1.5	14	+15167923957
Metropolitan Food Service	metropolitan-food-service-massapequa		0.0	0	+15167977066
Fresh To You Cafe	fresh-to-you-cafe-new-york-3	sandwiches	4.5	9	+15168498063
Original's Soldier	originals-soldier-new-york	caribbean	4.0	5	+15168502774
Zabka Cafe and Coffee	zabka-cafe-and-coffee-brooklyn	coffee	4.5	28	+15185287809
520 Desserts	520-desserts-flushing	desserts	3.5	101	+15209120000
Belle Harlem	belle-harlem-new-york	newamerican	0.0	0	+15856872821
Hampton Chutney	hampton-chutney-amagansett	indpak	4.0	50	+16312673131
Goodman Roy	goodman-roy-dix-hills		0.0	0	+16316670434
Q S C Management	q-s-c-management-farmingville	restaurants	0.0	0	+16316984788
Momosan Ramen & Sake	momosan-ramen-and-sake-new-york-2	ramen	4.0	480	+16462015529
969 NYC Coffee	969-nyc-coffee-queens-3	coffee	4.5	4	+16462037304
Anable Basin Sailing Bar & Grill	anable-basin-sailing-bar-and-grill-long-island-city	bars	4.0	92	+16462071333
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-44	hotdogs	2.5	43	+16462139431
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-23	mexican	3.0	12	+16462139609
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-39	mexican	3.5	24	+16462139666
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-67	mexican	2.5	21	+16462139692
Heartland Brewery	heartland-brewery-new-york-17	tradamerican	3.5	196	+16462141000
Eolo: Seasonal Sicilian Kitchen	eolo-seasonal-sicilian-kitchen-new-york	italian	3.0	165	+16462256606
Cafe Spice Express	cafe-spice-express-new-york	indpak	2.5	50	+16462271300
Six Blocks	six-blocks-flushing-ny	beer_and_wine	2.5	27	+16462285435
tbsp & Spoon	tbsp-and-spoon-new-york-2	breakfast_brunch	3.5	351	+16462307000
Starbucks	starbucks-manhattan-107	coffee	4.5	3	+16462307145
Starbucks	starbucks-new-york-151	coffee	2.5	28	+16462307208
Starbucks	starbucks-manhattan-143	coffee	2.5	57	+16462309816
Le Pain Quotidien - Central Park	le-pain-quotidien-central-park-new-york	belgian	3.0	65	+16462333768
Corkbuzz Chelsea Market	corkbuzz-chelsea-market-new-york	wine_bars	4.0	56	+16462374847
Malt & Mold	malt-and-mold-new-york	beer_and_wine	4.5	50	+16462380272
Le Pain Quotidien	le-pain-quotidien-new-york-134	breakfast_brunch	3.5	176	+16462404670
Stew	stew-new-york	chinese	0.0	0	+16462501118
The Chester	the-chester-new-york	newamerican	3.0	152	+16462532284
Ludlow House	ludlow-house-new-york	social_clubs	4.0	1	+16462536100
Caffebene	caffebene-new-york-15	desserts	3.0	74	+16462571828
Wafels & Dinges	wafels-and-dinges-new-york-7	belgian	4.0	435	+16462572592
YUJI Ramen	yuji-ramen-new-york-2	japanese	4.0	122	+16462621358
Black Out Lounge	black-out-lounge-queens	sportsbars	4.0	2	+16462628298
Freds Downtown	freds-downtown-new-york	newamerican	3.5	7	+16462646402
Cup	cup-brooklyn	coffee	4.0	75	+16462656494
Cocina Del Sur	cocina-del-sur-new-york-2	latin	4.0	26	+16462741995
Isis Hookah Lounge	isis-hookah-lounge-astoria	mideastern	3.5	5	+16462872713
Penguin Ice Cream	penguin-ice-cream-new-york-2	icecream	4.0	47	+16462883386
Kung Fu Tea	kung-fu-tea-new-york-3	coffee	4.0	336	+16462884936
Forever Taste	forever-taste-new-york	chinese	4.0	20	+16462888434
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york	sandwiches	4.0	176	+16462894201
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-2	sandwiches	3.5	151	+16462894202
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-3	sandwiches	3.5	84	+16462894203
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-4	sandwiches	3.5	125	+16462894204
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-5	sandwiches	3.5	155	+16462894205
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-6	sandwiches	3.0	39	+16462894206
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-7	sandwiches	4.0	69	+16462894207
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-8	sandwiches	3.5	47	+16462894208
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-15	sandwiches	3.5	43	+16462894209
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-9	sandwiches	3.0	44	+16462894211
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-11	sandwiches	3.5	62	+16462894212
Oren's Daily Roast	orens-daily-roast-new-york-20	coffee	3.5	44	+16462912090
Oren's Daily Roast	orens-daily-roast-new-york-17	coffee	3.5	46	+16462912091
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-14	sandwiches	3.5	27	+16462918460
Potbelly Sandwich Shop	potbelly-sandwich-shop-new-york-16	sandwiches	3.5	19	+16463074896
NYY Steak	nyy-steak-new-york-2	steak	4.0	187	+16463077910
The Immigrant Tap Room	the-immigrant-tap-room-new-york-4	bars	4.5	24	+16463081724
Baruch College Bookstore	baruch-college-bookstore-new-york	bookstores	2.0	4	+16463124850
Soul 2 Soul	soul-2-soul-brooklyn	bars	1.0	1	+16463208709
Salsa Soul Lounge	salsa-soul-lounge-bronx	tradamerican	4.0	2	+16463260878
Elevate Restaurant & Lounge	elevate-restaurant-and-lounge-new-york-3	japanese	3.5	77	+16463293416
The Smile	the-smile-new-york	newamerican	3.5	366	+16463295836
Market Ipanema	market-ipanema-new-york-4	juicebars	4.5	14	+16463296144
Nighthawks	nighthawks-new-york	seafood	3.5	96	+16463296390
Old Luo Yang	old-luo-yang-queens	chinese	3.0	1	+16463310645
Chopt Creative Salad Company	chopt-creative-salad-company-new-york-2	salad	3.5	247	+16463365523
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-59	hotdogs	3.0	58	+16463366264
Starbucks	starbucks-new-york-397	coffee	3.5	31	+16463366583
HARBS	harbs-new-york-2	desserts	3.5	215	+16463366888
Starbucks	starbucks-new-york-122	coffee	3.0	113	+16463366945
Ennju	ennju-new-york	japanese	3.5	206	+16463367004
Dunkin' Donuts	dunkin-donuts-new-york-301	donuts	4.0	1	+16463402983
Dunkin' Donuts	dunkin-donuts-new-york-292	donuts	5.0	1	+16463403929
Khan Lounge	khan-lounge-astoria	hookah_bars	3.5	37	+16463405603
BONMi	bonmi-new-york	vietnamese	3.5	89	+16463465142
Argo Tea	argo-tea-new-york-4	coffee	2.5	23	+16463503456
Konditori	konditori-new-york-4	coffee	4.0	116	+16463503973
Balducci's Gourmet On The Go	balduccis-gourmet-on-the-go-new-york-2	cafes	3.5	76	+16463504194
Cafe Kabila	cafe-kabila-new-york	salad	4.0	55	+16463510988
Tompkins Square Bagels	tompkins-square-bagels-new-york	bagels	4.0	733	+16463516520
Cascalote Latin Bistro	cascalote-latin-bistro-new-york	latin	4.5	200	+16463516574
Pret A Manger	pret-a-manger-new-york-33	sandwiches	4.0	19	+16463601625
Pret A Manger	pret-a-manger-new-york-28	sandwiches	4.0	57	+16463601630
Dyckman Bar	dyckman-bar-new-york	lounges	3.5	56	+16463603018
Barley & Grain	barley-and-grain-new-york	burgers	3.0	142	+16463603231
MaineStage Shakespeare	mainestage-shakespeare-kennebunk	theater	5.0	2	+16463603260
Bar Sardine	bar-sardine-new-york	newamerican	4.0	111	+16463603705
Tea Bar	tea-bar-brooklyn-4	coffee	4.0	58	+16463616839
Bar Bacon	bar-bacon-new-york-2	gastropubs	4.0	686	+16463620622
B Squared	b-squared-new-york	italian	4.5	111	+16463623171
Taco Bell	taco-bell-manhattan-6	hotdogs	2.5	18	+16463623400
Le Pain Quotidien	le-pain-quotidien-new-york-132	coffee	2.5	22	+16463625991
Heartland Brewery Chophouse	heartland-brewery-chophouse-new-york	bars	3.5	439	+16463660235
Mywaycup Coffee	mywaycup-coffee-new-york	coffee	4.0	175	+16463681083
Margot Patisserie	margot-patisserie-new-york-5	cafes	3.5	3	+16463681242
Bagel Boss	bagel-boss-new-york-2	bagels	3.0	86	+16463681880
Bluestone Lane	bluestone-lane-new-york-3	cafes	4.0	292	+16463681988
Springbone Kitchen	springbone-kitchen-new-york	gluten_free	4.0	53	+16463689192
Birds & Bubbles	birds-and-bubbles-new-york	southern	3.5	207	+16463689240
Izakaya MEW	izakaya-mew-new-york-3	sushi	4.0	1158	+16463689384
Carragher's Pub & Restaurant	carraghers-pub-and-restaurant-new-york	pubs	4.5	75	+16463701545
The Horse Box	the-horse-box-new-york	sportsbars	4.0	90	+16463701791
Sutton Inn	sutton-inn-new-york	newamerican	4.0	69	+16463703045
Trading Post	trading-post-new-york	bars	4.0	218	+16463703337
Chuck and Blade	chuck-and-blade-new-york	cocktailbars	4.0	23	+16463703494
Koneko	koneko-new-york-3	cafes	4.5	108	+16463705699
Uncle Boons	uncle-boons-new-york-2	thai	4.0	384	+16463706650
Wendy's	wendys-manhattan	hotdogs	3.0	11	+16463706737
Kurant	kurant-new-york-2	wine_bars	4.0	101	+16463706928
Molecule Water Store	molecule-water-store-new-york	waterpurification	4.5	26	+16463719025
Rouge NYC	rouge-nyc-new-york	french	2.5	24	+16463719303
The Frog's Crown	the-frogs-crown-new-york	coffee	4.0	89	+16463719424
Dunkin' Donuts	dunkin-donuts-new-york-148	coffee	3.0	5	+16463719993
The Maze	the-maze-new-york-3	korean	4.0	51	+16463778752
Dunkin Donuts	dunkin-donuts-new-york-300	bakeries	4.5	2	+16463805809
Sunrise Mart	sunrise-mart-new-york-3	grocery	4.0	258	+16463809280
Oficina Latina	oficina-latina-new-york	latin	3.0	290	+16463812555
Kyle Restaurant & Grill	kyle-restaurant-and-grill-new-york	pizza	4.0	20	+16463867879
Lenwich	lenwich-new-york-16	sandwiches	3.0	82	+16463900005
Maharlika	maharlika-new-york	filipino	4.0	1100	+16463927880
Le Pain Quotidien - King & Hudson	le-pain-quotidien-king-and-hudson-new-york	bakeries	3.0	9	+16463927882
Twin Donuts	twin-donuts-fordham-manor	donuts	1.0	1	+16463935450
Rouge Tomate Chelsea	rouge-tomate-chelsea-new-york	newamerican	5.0	13	+16463953978
Palm Restaurant	palm-restaurant-new-york-3	steak	3.5	205	+16463956393
Dee Daa	dee-daa-new-york	thai	2.0	173	+16463966500
Central Market	central-market-new-york-5	delis	3.0	12	+16463987100
Bareburger	bareburger-new-york-20	burgers	3.5	172	+16463987177
Jeffrey's Grocery	jeffreys-grocery-new-york	seafood	4.0	333	+16463987630
Salud	salud-new-york-3	sandwiches	4.5	53	+16463988615
Rogue & Canon	rogue-and-canon-new-york	burgers	3.5	104	+16463988700
The Grain	the-grain-new-york	lounges	4.0	57	+16463989663
Cup & Cup	cup-and-cup-new-york	coffee	4.0	239	+16463989990
Bob's Discount Furniture	bobs-discount-furniture-new-york-3	furniture	1.5	121	+16464006180
D'Savannah Bar & Lounge	d-savannah-bar-and-lounge-new-york	caribbean	3.0	48	+16464015250
Teuta Qebaptore	teuta-qebaptore-bronx	turkish	0.0	0	+16464020405
Parisienne Cafe	parisienne-cafe-west-bronx-2	cafes	5.0	6	+16464020758
Lily's Cafe Restaurant	lilys-cafe-restaurant-new-york	cafes	2.0	9	+16464045480
Julesruby Lounge	julesruby-lounge-new-york	venues	3.0	2	+16464067183
THAI NO. 1	thai-no-1-east-bronx	thai	3.5	111	+16464069664
The Lexington Social	the-lexington-social-new-york	mediterranean	4.0	142	+16464100099
Sigmund Pretzel Shop	sigmund-pretzel-shop-new-york-2	pretzels	4.0	279	+16464100333
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-63	mexican	2.5	53	+16464123981
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-25	mexican	2.5	76	+16464125429
Chipotle Mexican Grill	chipotle-mexican-grill-new-york-66	mexican	2.5	42	+16464126237
The Irish American	the-irish-american-new-york-2	irish_pubs	3.5	152	+16464146223
Las Ramblas	las-ramblas-new-york	tapasmallplates	4.0	583	+16464157924
Cava Grill	cava-grill-new-york-2	mediterranean	4.5	37	+16464166440
Paradis To-Go	paradis-to-go-new-york	coffee	4.0	168	+16464166709
Dylan's Candy Bar	dylans-candy-bar-new-york-17	candy	3.5	26	+16464192000
16 Handles	16-handles-new-york-6	icecream	4.0	76	+16464227022
Alphabet City Beer Company	alphabet-city-beer-company-new-york	bars	4.5	153	+16464227103
Test	test-new-york-12	newamerican	0.0	0	+16464227346
Mango Mango Dessert	mango-mango-dessert-new-york	desserts	3.5	342	+16464227576
Taqueria Diana	taqueria-diana-new-york	mexican	4.0	515	+16464227871
Subject	subject-new-york-4	cocktailbars	4.5	103	+16464227898
The Dead Rabbit	the-dead-rabbit-new-york	bars	4.0	856	+16464227906
Haru Sushi	haru-sushi-new-york-6	sushi	3.0	329	+16464280989
B&B Restaurant Corp	b-and-b-restaurant-corp-new-york-4	african	4.5	84	+16464298174
Haymaker Bar and Kitchen	haymaker-bar-and-kitchen-new-york	gastropubs	4.0	117	+16464298237
Zen 6	zen-6-new-york	ramen	4.0	419	+16464298471
Wahi Diner	wahi-diner-new-york	tradamerican	3.0	137	+16464299400
Parish Cocktail Bar	parish-cocktail-bar-brooklyn-3	cocktailbars	4.0	54	+16464302590
University of Waterloo Manhattan	university-of-waterloo-manhattan-new-york	collegeuniv	0.0	0	+16464350136
Freda's Caribbean & Soul Cuisine	fredas-caribbean-and-soul-cuisine-new-york	caribbean	4.0	352	+16464389832
La Crepe C'est Si Bon	la-crepe-cest-si-bon-new-york-2	coffee	4.0	40	+16464389898
Chop't Creative Salad Company	chopt-creative-salad-company-new-york-10	salad	3.0	72	+16464390262
Oren's Daily Roast	orens-daily-roast-new-york-18	coffee	3.5	24	+16464425885
Mulberry Project	mulberry-project-new-york-2	lounges	3.5	413	+16464484536
Triona's On Third	trionas-on-third-new-york	sportsbars	4.0	63	+16464484671
Brasserie Magritte	brasserie-magritte-new-york	brasseries	4.0	147	+16464490606
Studio Kraut	studio-kraut-new-york-2	newamerican	4.0	35	+16464498150
Fast Eddies	fast-eddies-new-york	bars	4.0	35	+16464498604
sweetgreen	sweetgreen-new-york-2	salad	4.0	433	+16464498884
R & R Coffee	r-and-r-coffee-new-york	coffee	4.0	153	+16464498908
Rosarina Bakery	rosarina-bakery-bronx	bakeries	1.0	2	+16464499278
Fedora	fedora-new-york-2	newamerican	4.0	274	+16464499336
Hale & Hearty	hale-and-hearty-new-york-11	soup	3.5	47	+16464540052
Tanoor Pizza & Grill	tanoor-pizza-and-grill-new-york	coffee	3.0	37	+16464540115
La Nuit	la-nuit-new-york-2	mediterranean	3.0	80	+16464540499
Magic Mix Juicery	magic-mix-juicery-new-york	juicebars	4.0	121	+16464540680
Rizzo's Fine Pizza	rizzos-fine-pizza-new-york-4	pizza	4.5	410	+16464541262
Peak Thai Restaurant	peak-thai-restaurant-new-york	thai	3.5	112	+16464541333
Karaoke Wow	karaoke-wow-new-york	karaoke	2.5	42	+16464541777
Levain Bakery	levain-bakery-new-york-3	bakeries	4.5	411	+16464550952
Starbucks	starbucks-bronx-13	coffee	3.0	7	+16464559846
Poppy's Catering + Events	poppys-catering-events-brooklyn	catering	5.0	4	+16464592716
Orwashers	orwashers-new-york-2	cafes	4.0	28	+16464617929
JES Coffee	jes-coffee-new-york	cafes	5.0	5	+16464623398
Le Pain Quotidien	le-pain-quotidien-new-york-27	bakeries	3.5	92	+16464624165
Dredsurfer Grill	dredsurfer-grill-far-rockaway-2	tradamerican	4.0	2	+16464633271
Haagen Dazs Shop	haagen-dazs-shop-bronx	icecream	4.0	10	+16464637997
Guaxcuax Tia Restaraunt	guaxcuax-tia-restaraunt-bronx		0.0	0	+16464638779
Max Brenner New York	max-brenner-new-york-new-york	chocolate	3.5	3476	+16464678803
15 Flavors	15-flavors-new-york	icecream	4.0	17	+16464684125
Cantine	cantine-brooklyn	catering	5.0	5	+16464727941
Marquee New York	marquee-new-york-new-york	danceclubs	2.0	212	+16464730202
Panera Bread	panera-bread-new-york-5	sandwiches	3.0	108	+16464730204
Karaoke DUET 35	karaoke-duet-35-new-york	karaoke	4.0	364	+16464730826
The Eagle	the-eagle-new-york	gaybars	3.5	74	+16464731866
Murette's Banquet Hall	murettes-banquet-hall-flatlands	venues	3.0	2	+16464747560
Industry Bar	industry-bar-new-york	gaybars	3.0	151	+16464762747
Tanoshi Tei	tanoshi-tei-new-york-4	japanese	4.0	4	+16464762893
Black Iron Burger	black-iron-burger-new-york-2	burgers	4.0	412	+16464763116
Maggie Reillys Restaurant	maggie-reillys-restaurant-new-york	pubs	4.0	51	+16464763209
Feinstein's/54 Below	feinsteins-54-below-new-york-3	lounges	4.0	112	+16464763551
Au Jus	au-jus-new-york	sandwiches	4.5	155	+16464763580
Gregorys Coffee	gregorys-coffee-new-york-5	coffee	4.0	203	+16464763838
The Greek	the-greek-new-york	greek	4.5	327	+16464763941
Fortune Star	fortune-star-new-york	dimsum	2.5	8	+16464764175
Smalls Jazz Club	smalls-jazz-club-new-york	lounges	4.5	219	+16464764346
East Village Tavern	east-village-tavern-new-york	bars	3.5	88	+16464764764
Les Enfants de Boheme	les-enfants-de-boheme-new-york	french	4.5	79	+16464764843
Sushi Fussion of NYC	sushi-fussion-of-nyc-new-york	sushi	4.0	33	+16464765246
Spice Hut Indian Restaurant	spice-hut-indian-restaurant-new-york	indpak	3.0	31	+16464765853
Urban Deli	urban-deli-new-york	delis	4.5	25	+16464766432
Taco Bell	taco-bell-new-york-36	hotdogs	2.5	37	+16464767444
Kazza Coffee & Wine Bar	kazza-coffee-and-wine-bar-new-york-3	wine_bars	4.5	59	+16464767887
Evelyn's Kitchen	evelyns-kitchen-new-york	bakeries	4.0	79	+16464767906
Pushcart Coffee	pushcart-coffee-new-york-2	coffee	3.5	128	+16464768416
The Churchill Tavern	the-churchill-tavern-new-york	pubs	3.5	154	+16464768419
Murray's Cheese Bar	murrays-cheese-bar-new-york	newamerican	4.0	490	+16464768882
Ciccio	ciccio-new-york-2	italian	4.0	175	+16464769498
Uncle Charlie's	uncle-charlies-new-york	gaybars	3.5	43	+16464769532
Sfilatino Italian Gourmet	sfilatino-italian-gourmet-new-york	italian	4.0	121	+16464769856
Crusty & Tasty	crusty-and-tasty-new-york	sandwiches	2.0	3	+16464787217
La Essencia Restaurant	la-essencia-restaurant-new-york	dominican	4.0	5	+16464787219
Loft 142	loft-142-new-york-2	gastropubs	3.5	28	+16464787284
Marco's Restaurant	marcos-restaurant-new-york-2	wine_bars	4.5	65	+16464787322
Piccola Cucina Osteria	piccola-cucina-osteria-new-york	italian	4.0	147	+16464787488
Norman's Cay	normans-cay-new-york	caribbean	3.5	45	+16464811229
Georgia Vintage NYC	georgia-vintage-nyc-new-york	thrift_stores	5.0	2	+16464818522
Cloud 28	cloud-28-new-york	lounges	4.0	7	+16464844338
Grimaldi's	grimaldis-new-york-4	pizza	3.5	645	+16464845665
Ground Central	ground-central-new-york-3	cafes	4.5	62	+16464845697
Jonny's Panini	jonnys-panini-new-york-2	cafes	4.5	129	+16464845733
Kurry Pavilion	kurry-pavilion-new-york	indpak	4.5	152	+16464845977
Cuccio Nail & Hair Lounge	cuccio-nail-and-hair-lounge-new-york	othersalons	3.5	7	+16464846122
Little Lions - Cafe	little-lions-cafe-new-york	cafes	4.5	53	+16464846250
Gramercy Park Bar	gramercy-park-bar-manhattan	pubs	4.0	39	+16464846948
Starbucks	starbucks-new-york-154	coffee	4.5	27	+16464860524
Mary's Fish Camp	marys-fish-camp-new-york	seafood	4.0	541	+16464862185
Starbucks	starbucks-new-york-153	coffee	3.5	56	+16464862216
Le Grainne Cafe	le-grainne-cafe-new-york	french	4.0	522	+16464863000
Sushi 21	sushi-21-new-york	sushi	3.5	36	+16464866288
Golden Krust Patties	golden-krust-patties-new-york-2	caribbean	3.0	21	+16464872003
Kissaten Jin	kissaten-jin-new-york	japanese	3.5	75	+16464902888
CoCo Fresh Tea & Juice	coco-fresh-tea-and-juice-new-york-5	bubbletea	4.0	122	+16464904596
La Savane	la-savane-new-york	african	4.0	26	+16464904644
Scallywag's Irish Pub & Restaurant	scallywags-irish-pub-and-restaurant-new-york	irish	4.0	125	+16464904803
Boulton & Watt	boulton-and-watt-new-york	newamerican	4.0	496	+16464906004
Sons & Daughters	sons-and-daughters-new-york-8	newamerican	4.0	13	+16464906013
Arepa Factory	arepa-factory-new-york	venezuelan	4.0	97	+16464906828
The Rum House	the-rum-house-new-york	lounges	4.0	331	+16464906924
Revision Lounge & Gallery	revision-lounge-and-gallery-new-york	lounges	4.0	60	+16464907271
FIKA	fika-new-york-18	bakeries	4.0	78	+16464907650
Maysville	maysville-new-york	newamerican	4.0	431	+16464908240
RamenCo	ramenco-new-york-2	ramen	3.0	232	+16464908456
Lido	lido-new-york	italian	4.0	601	+16464908575
Zagara Wine Bar & Ristorante	zagara-wine-bar-and-ristorante-new-york	italian	4.0	114	+16464908801
Crave Fishbar	crave-fishbar-new-york-2	seafood	4.0	91	+16464942750
Roti Modern Mediterranean	roti-modern-mediterranean-new-york-2	mediterranean	4.0	115	+16464943359
Dave & Buster's	dave-and-busters-new-york	tradamerican	3.0	582	+16464952015
Tomi Jazz	tomi-jazz-new-york	japanese	4.0	155	+16464971254
Argo Tea	argo-tea-new-york-2	coffee	3.5	298	+16465027250
Cheeky Sandwiches	cheeky-sandwiches-new-york	sandwiches	4.5	809	+16465048132
Starbucks	starbucks-manhattan-82	coffee	2.5	23	+16465051106
The Jolly Goat Coffee Bar	the-jolly-goat-coffee-bar-new-york	coffee	4.5	219	+16465098957
Uncle Drink	uncle-drink-astoria-2	bubbletea	4.0	9	+16465159688
Z.R Cafe	z-r-cafe-flushing	cafes	0.0	0	+16465206577
Drexler's	drexlers-new-york	bars	4.5	38	+16465245226
Custom Fuel Pizza	custom-fuel-pizza-new-york	pizza	4.0	176	+16465245636
Ancolie	ancolie-new-york	salad	0.0	0	+16465245929
Turnmill	turnmill-new-york	sportsbars	4.0	112	+16465246060
Banh Mi Zon	banh-mi-zon-new-york-4	vietnamese	4.5	241	+16465246384
Chef Eddie G's Kitchen	chef-eddie-gs-kitchen-new-york-2	tapasmallplates	4.5	77	+16465246769
Jue Lan Club	jue-lan-club-new-york	chinese	3.5	91	+16465247409
Mighty Quinn's Barbeque	mighty-quinns-barbeque-new-york-5	bbq	4.0	230	+16465247889
Guy's American Kitchen and Bar	guys-american-kitchen-and-bar-new-york-2	tradamerican	3.0	1028	+16465324897
Melt Bakery	melt-bakery-new-york-2	icecream	4.0	295	+16465356358
Pret A Manger	pret-a-manger-new-york-21	sandwiches	4.0	93	+16465370030
Shake Shack	shake-shack-new-york-11	burgers	4.0	766	+16465454600
121 Fulton Street	121-fulton-street-new-york	newamerican	3.0	313	+16465456647
Iron Horse NYC	iron-horse-nyc-new-york	divebars	4.0	297	+16465465426
Subway	subway-manhattan-37	sandwiches	3.0	4	+16465481210
Healthy Kitchen Cafe	healthy-kitchen-cafe-brooklyn	chinese	3.5	10	+16465523336
Toby's Estate Coffee	tobys-estate-coffee-new-york	coffee	3.5	151	+16465590161
Ciao Vineria con Cucina	ciao-vineria-con-cucina-new-york	italian	3.0	94	+16465590640
One Mile House	one-mile-house-new-york	bars	4.0	166	+16465590702
Miller's Near & Far	millers-near-and-far-new-york-2	newamerican	4.0	108	+16465591210
Bathtub Gin	bathtub-gin-new-york	bars	4.0	590	+16465591671
Empanadas Monumental	empanadas-monumental-new-york-4	empanadas	3.0	12	+16465592502
Barry's Bootcamp Chelsea	barrys-bootcamp-chelsea-new-york	healthtrainers	4.0	141	+16465592721
Jin Ramen	jin-ramen-new-york	ramen	4.0	821	+16465592862
Manhattan Proper	manhattan-proper-new-york	sportsbars	4.0	197	+16465594445
Ninth Street Espresso	ninth-street-espresso-new-york-8	cafes	4.5	89	+16465594793
Nocciola Ristorante	nocciola-ristorante-new-york-3	italian	4.0	141	+16465595304
Joy Curry & Tandoor	joy-curry-and-tandoor-new-york-5	indpak	4.0	84	+16465597527
Zucker Bakery	zucker-bakery-new-york	bakeries	4.0	108	+16465598425
Bagel Tree	bagel-tree-new-york	bagels	3.5	26	+16465598912
Third Avenue Ale House	third-avenue-ale-house-new-york	pubs	4.0	225	+16465599131
